"Site","Treatment","Seed_Arrival","PlotID","GNDVI_apr_21","LCI_apr_21","NDRE_apr_21","NDVI_apr_21","OSAVI_apr_21","GNDVI_oct_21","LCI_oct_21","NDRE_oct_21","NDVI_oct_21","OSAVI_oct_21"
3,"BC","SA4",30,0.368922527416464,0.141583546485359,0.121342187950041,0.309221320316664,0.205545565628028,0.298338708634814,0.104854365564083,0.0927103423327219,0.239102966345244,0.100899556110942
3,"SM","SA3",31,0.349295626807089,0.134534763345745,0.11694861731987,0.285838050939429,0.186147153982582,0.24022661070426,0.0661483904717892,0.0601878246546442,0.164824867433857,0.106090044082724
3,"SM+BC","SA1",32,0.354120429248838,0.137308524603359,0.118838389370618,0.294273849407305,0.184762768082914,0.232815551015686,0.0627820890872002,0.0566770887281836,0.169302821183923,0.0989581815922205
3,"SM+BC","SA3",33,0.372401590484181,0.141625727831263,0.120271344069854,0.319289865877235,0.209783058608947,0.20943218299164,0.0593801654640526,0.0544577206802421,0.149542721609348,0.089034977580476
3,"BC","SA2",34,0.378472293938637,0.141807932605946,0.120537794287813,0.318489291009555,0.217335044454239,0.283190606584305,0.0911284797100459,0.0800104728737393,0.232563638807888,0.10700026739894
3,"C","SA4",35,0.396524370467424,0.139276719613202,0.117211633848668,0.326375285926724,0.229335493286449,0.344926455343358,0.1118967486766,0.098358737230385,0.249510336695453,0.150554928483743
3,"SM+BC","SA4",36,0.408727030547699,0.157085861330812,0.132986698092587,0.338853978808945,0.197781682453359,0.294131660795848,0.0826492624350036,0.0730781213750799,0.211427973837899,0.120501407782829
3,"SM","SA3",37,0.371238051206529,0.139581513720458,0.119758504645467,0.305258050896657,0.2013598004894,0.269667954341087,0.0776540464754253,0.0696609072974176,0.19474995641558,0.120904327870125
3,"BC","SA1",38,0.368644549338332,0.139008537686329,0.119276192552924,0.305128973320771,0.202313905868048,0.28639717042347,0.0967526819449421,0.0856679223484257,0.230065297003281,0.104192436992518
3,"C","SA3",39,0.395835178106222,0.149275436452449,0.125941675995047,0.335644152380436,0.219167359803023,0.315764964263599,0.0969423939529127,0.0854348409126668,0.232434734119356,0.134677450630908
3,"SM+BC","SA4",40,0.375238150025302,0.142789093544852,0.121477424662044,0.317331124158974,0.215449849007223,0.232654944608326,0.0598074712980398,0.0539593421009383,0.168120778263559,0.106004120180829
3,"SM","SA1",41,0.395264439961805,0.151030727215172,0.126282891902902,0.346439044469005,0.225797242261486,0.283719838278474,0.0816281569319987,0.0718768193509521,0.215563741078466,0.138231816550353
3,"C","SA2",42,0.423103976312187,0.153584549534287,0.126447116903061,0.368023223671101,0.257558403648041,0.34241376769121,0.110059060267537,0.0966799434502681,0.248671929704782,0.150207424291118
